!Series_title	"Gene expression in the different stages of endometrial cancer"
!Series_geo_accession	"GSE39099"
!Series_status	"Public on Jan 18 2016"
!Series_submission_date	"Jul 04 2012"
!Series_last_update_date	"Mar 25 2019"
!Series_summary	"Objectives: The aim of this study was to identify the dysregulated genes involved in tumorigenesis, invasion, and metastasis of endometrial endometrioid adenocarcinoma (EEC)."
!Series_summary	""
!Series_summary	"Materials and methods: Surgical specimens of endometrial tissues were obtained from 20 patients with normal endometrium (NEM), 20 patients with atypical endometrial hyperplasia (AEH), and 169 patients with EEC. The expression profiles of NEM, AEH, and EEC were compared by using GeneChip Array. The expression of dysregulated genes was first validated by semi-quantitative reverse transcriptase PCR (SQ RT-PCR). The gene expression levels were determined by real time reverse transcriptase PCR (RTQ RT-PCR) in 85 EEC patients as the training test and 84 EEC patients as the testing test. The protein expressions were then examined by immunohistochemical (IHC) staining. The correlations between the expression of dysregualted genes and clinico-pathologic parameters such as tumorigenesis, invasion, and metastasis of EEC were finally evaluated."
!Series_summary	""
!Series_summary	"Results: Seven dysregulated genes were identified by SQ RT-PCR after microarray analysis."
!Series_summary	""
!Series_summary	"Conclusions: uPA is a dysregulated gene in the tumorigenesis of endometrial carcinomas."
!Series_overall_design	"The gene expression between tissues from NEM, AEH, and EEC were analyzed by microarray. The samples were grouped according to clinical stages but selected at random from our list of banked, frozen tissues. Ten NEM, 10 AEH, and 20 EEC of early and advanced stages were used for microarray experiments (Group 1: early-staged (stages I and II) EEC (n=10), Group 2: advanced-staged EEC (stages III and IV) (n=10)). Samples were pooled in equimolar amounts (10 samples / pool) for microarray analysis."
!Series_type	"Expression profiling by array"
!Series_sample_id	"GSM956132 GSM956133 GSM956134 GSM956135 "
!Series_contact_name	"Wei-Yun,,Huang"
!Series_contact_email	"richard0609@gmail.com"
!Series_contact_department	"Department of Biological Science and Technology"
!Series_contact_institute	"NCTU"
!Series_contact_address	"75 Bo-Ai Street"
!Series_contact_city	"Hsin-Chu"
!Series_contact_zip/postal_code	"300"
!Series_contact_country	"Taiwan"
!Series_supplementary_file	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE39nnn/GSE39099/suppl/GSE39099_RAW.tar"
!Series_platform_id	"GPL570"
!Series_platform_taxid	"9606"
!Series_sample_taxid	"9606"
!Series_relation	"BioProject: https://www.ncbi.nlm.nih.gov/bioproject/PRJNA187525"

!Sample_title	"Endometrial cancer in different stages-1"	"Endometrial cancer in different stages-2"	"Endometrial cancer in different stages-3"	"Endometrial cancer in different stages-4"
!Sample_geo_accession	"GSM956132"	"GSM956133"	"GSM956134"	"GSM956135"
!Sample_status	"Public on Jan 18 2016"	"Public on Jan 18 2016"	"Public on Jan 18 2016"	"Public on Jan 18 2016"
!Sample_submission_date	"Jul 04 2012"	"Jul 04 2012"	"Jul 04 2012"	"Jul 04 2012"
!Sample_last_update_date	"Jan 18 2016"	"Jan 18 2016"	"Jan 18 2016"	"Jan 18 2016"
!Sample_type	"RNA"	"RNA"	"RNA"	"RNA"
!Sample_channel_count	"1"	"1"	"1"	"1"
!Sample_source_name_ch1	"Atypical endometrial hyperplasia"	"Normal endometrium"	"Early stage endometrial cancer"	"Advanced stage endometrial cancer"
!Sample_organism_ch1	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"
!Sample_characteristics_ch1	"gender: female"	"gender: female"	"gender: female"	"gender: female"
!Sample_characteristics_ch1	"tissue: atypical hyperplastic endometrium (AEH)"	"tissue: normal endometrium (NEM)"	"tissue: early stage endometrial endometrioid adenocarcinoma (EEC)"	"tissue: advanced stage endometrial endometrioid adenocarcinoma (EEC)"
!Sample_characteristics_ch1	""	""	"Stage: I and II"	"Stage: III and IV"
!Sample_molecule_ch1	"total RNA"	"total RNA"	"total RNA"	"total RNA"
!Sample_extract_protocol_ch1	"Total RNA was isolated from the tissues."	"Total RNA was isolated from the tissues."	"Total RNA was isolated from the tissues."	"Total RNA was isolated from the tissues."
!Sample_label_ch1	"biotin"	"biotin"	"biotin"	"biotin"
!Sample_label_protocol_ch1	"Double-stranded cDNA was synthesized by a chimerical oligonucleotide with oligo-dT and T7 RNA polymerase. The amplification and labeling processes were monitored using a GeneChip Eukaryotic Poly-A RNA Control Kit (Affymetrix) with exogenous positive controls that were spiked into the total RNA before cDNA synthesis. The amplified cRNA was purified and then labeled with biotin using the GeneChip IVT Labeling Kit. 20 micro-gram of biotin-labeled cRNA was added in the fragmentation buffer and heated for 35 min at 94C."	"Double-stranded cDNA was synthesized by a chimerical oligonucleotide with oligo-dT and T7 RNA polymerase. The amplification and labeling processes were monitored using a GeneChip Eukaryotic Poly-A RNA Control Kit (Affymetrix) with exogenous positive controls that were spiked into the total RNA before cDNA synthesis. The amplified cRNA was purified and then labeled with biotin using the GeneChip IVT Labeling Kit. 20 micro-gram of biotin-labeled cRNA was added in the fragmentation buffer and heated for 35 min at 94C."	"Double-stranded cDNA was synthesized by a chimerical oligonucleotide with oligo-dT and T7 RNA polymerase. The amplification and labeling processes were monitored using a GeneChip Eukaryotic Poly-A RNA Control Kit (Affymetrix) with exogenous positive controls that were spiked into the total RNA before cDNA synthesis. The amplified cRNA was purified and then labeled with biotin using the GeneChip IVT Labeling Kit. 20 micro-gram of biotin-labeled cRNA was added in the fragmentation buffer and heated for 35 min at 94C."	"Double-stranded cDNA was synthesized by a chimerical oligonucleotide with oligo-dT and T7 RNA polymerase. The amplification and labeling processes were monitored using a GeneChip Eukaryotic Poly-A RNA Control Kit (Affymetrix) with exogenous positive controls that were spiked into the total RNA before cDNA synthesis. The amplified cRNA was purified and then labeled with biotin using the GeneChip IVT Labeling Kit. 20 micro-gram of biotin-labeled cRNA was added in the fragmentation buffer and heated for 35 min at 94C."
!Sample_taxid_ch1	"9606"	"9606"	"9606"	"9606"
!Sample_hyb_protocol	"45°C with 60 rpm for 16 hours in a Hybridization Oven 640 (Affymetrix)."	"45°C with 60 rpm for 16 hours in a Hybridization Oven 640 (Affymetrix)."	"45°C with 60 rpm for 16 hours in a Hybridization Oven 640 (Affymetrix)."	"45°C with 60 rpm for 16 hours in a Hybridization Oven 640 (Affymetrix)."
!Sample_scan_protocol	"GeneChip Operating Software (GCOS) in GeneChip Scanner 3000 (Affymetrix)."	"GeneChip Operating Software (GCOS) in GeneChip Scanner 3000 (Affymetrix)."	"GeneChip Operating Software (GCOS) in GeneChip Scanner 3000 (Affymetrix)."	"GeneChip Operating Software (GCOS) in GeneChip Scanner 3000 (Affymetrix)."
!Sample_description	"PolyA RNA"	"PolyA RNA"	"PolyA RNA"	"PolyA RNA"
!Sample_description	"Samples were pooled in equimolar amounts (10 samples / pool) for microarray analysis."	"Samples were pooled in equimolar amounts (10 samples / pool) for microarray analysis."	"Samples were pooled in equimolar amounts (10 samples / pool) for microarray analysis."	"Samples were pooled in equimolar amounts (10 samples / pool) for microarray analysis."
!Sample_data_processing	"Transformation by MAS 5.0."	"Transformation by MAS 5.0."	"Transformation by MAS 5.0."	"Transformation by MAS 5.0."
!Sample_platform_id	"GPL570"	"GPL570"	"GPL570"	"GPL570"
!Sample_contact_name	"Wei-Yun,,Huang"	"Wei-Yun,,Huang"	"Wei-Yun,,Huang"	"Wei-Yun,,Huang"
!Sample_contact_email	"richard0609@gmail.com"	"richard0609@gmail.com"	"richard0609@gmail.com"	"richard0609@gmail.com"
!Sample_contact_department	"Department of Biological Science and Technology"	"Department of Biological Science and Technology"	"Department of Biological Science and Technology"	"Department of Biological Science and Technology"
!Sample_contact_institute	"NCTU"	"NCTU"	"NCTU"	"NCTU"
!Sample_contact_address	"75 Bo-Ai Street"	"75 Bo-Ai Street"	"75 Bo-Ai Street"	"75 Bo-Ai Street"
!Sample_contact_city	"Hsin-Chu"	"Hsin-Chu"	"Hsin-Chu"	"Hsin-Chu"
!Sample_contact_zip/postal_code	"300"	"300"	"300"	"300"
!Sample_contact_country	"Taiwan"	"Taiwan"	"Taiwan"	"Taiwan"
!Sample_supplementary_file	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM956nnn/GSM956132/suppl/GSM956132_2501.CEL.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM956nnn/GSM956133/suppl/GSM956133_2504.CEL.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM956nnn/GSM956134/suppl/GSM956134_2503.CEL.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM956nnn/GSM956135/suppl/GSM956135_ASC_Cell.CEL.gz"
!Sample_data_row_count	"54674"	"54675"	"54675"	"54675"
!series_matrix_table_begin
"ID_REF"	"GSM956132"	"GSM956133"	"GSM956134"	"GSM956135"
"201434_at"	853.4	1313.8	1140.9	1281.7
"201435_s_at"	975.1	1372.4	2691.1	1477.7
"201436_at"	1210.7	530.9	1758.6	410.3
"201437_s_at"	2285.6	713.6	3073	1833.1
"201438_at"	22354.1	18064	33800.3	405.7
"201439_at"	335.8	321.5	298.6	351.6
"201440_at"	964.3	1197.6	779.3	1150.5
"201441_at"	8243.2	6674.5	7201.5	11773.1
"201442_s_at"	8.4	0.9	7.4	2.6
"201443_s_at"	11667.1	14280.6	16226.1	18642
"201444_s_at"	1231.8	2360.3	3441.7	3703.8
"201445_at"	4866.9	8807.5	9789.3	3551
"201446_s_at"	1423.4	978.8	1057.7	1573.2
"201447_at"	2015	1211.7	1175.7	463.3
"201448_at"	7782	5450	4591.8	2234.8
"201449_at"	2642	1464.5	1166	529.3
"201450_s_at"	2899.6	1408.4	2082.7	1955.4
"201451_x_at"	3.6	2.2	23.9	23.1
"201452_at"	12.3	104.5	63.2	50
"201453_x_at"	11835.4	12277.9	13119.4	13027.3
"201454_s_at"	1376.5	1902.3	2493.4	4148.6
"201455_s_at"	806.8	1805.1	1885.8	2016.5
"201456_s_at"	1242.8	1282.6	1072.8	1360.7
"201457_x_at"	1720	2156.7	3392.6	2912.1
"201458_s_at"	3685.1	3364.4	3185.6	3555
"201459_at"	1767.1	1237.2	2269.7	2085.8
"201460_at"	748.7	424.9	1081.1	871.7
"201461_s_at"	81.1	56.9	128.5	122.7
"201462_at"	764.2	1991	2610.4	1395.7
"201463_s_at"	4704.7	5091.8	7453.8	13915.1
"201464_x_at"	8888.2	14816.4	9162.7	20626.4
"201465_s_at"	985.3	1621.5	703.2	1615.7
"201466_s_at"	2794.4	6811.2	5134	5827.1
"201467_s_at"	76.9	123.3	80.6	341.6
"201468_s_at"	487	396.8	338.8	721.2
"201469_s_at"	68.7	57.2	134.8	97.4
"201470_at"	5789	6527.3	9899.3	12462.7
"201471_s_at"	2535.2	6277.2	3143.9	11036.4
"201472_at"	3302.4	4639.1	5549.8	3658.4
"201473_at"	2131.7	3150.8	1847.3	3127.7
"201474_s_at"	389.8	239.9	516.9	440.4
"201475_x_at"	2034.9	1173.3	1962.9	2843.6
"201476_s_at"	280.1	317.9	518.9	484.7
"201477_s_at"	2240.4	2801.9	5215.8	4147.9
"201478_s_at"	902.8	1517.1	1984.1	1595.2
"201479_at"	2105.3	2605.1	3235.4	3441
"201480_s_at"	920.6	990.9	772.7	1635.6
"201481_s_at"	569.5	257.7	270.3	580.4
"201482_at"	1470.9	1262.7	3297.4	1797
"201483_s_at"	1438.1	2720.8	1724.7	1914.2
"201484_at"	467.5	1133.3	638.1	728.6
"201485_s_at"	1980.8	3429.4	11980.7	1512.3
"201486_at"	4595.6	4893.1	19180.6	3681.6
"201487_at"	4899.3	2800.4	5379	3743.1
"201488_x_at"	4048.6	3608.5	3800.2	3312.6
"201489_at"	1434	813.8	1901.2	2739.4
"201490_s_at"	106.9	192.2	674.3	1037.9
"201491_at"	2669.8	2311.7	2683.3	3300.5
"201492_s_at"	60716.5	95320.4	58789.7	64810.5
"201493_s_at"	2971.6	4080.4	3099.2	3533.7
"201494_at"	4492.7	6581.6	4324.7	2233.2
"201495_x_at"	4.8	362.2	4.2	4.6
"201496_x_at"	1031.2	7618.4	192	79.4
"201497_x_at"	6280.8	38527.7	973.1	21.1
"201498_at"	4441	4537.9	3182.8	1799.7
"201499_s_at"	1414	1521.7	1642	1713.4
"201500_s_at"	1943.1	3285.3	3122.6	3664.8
"201501_s_at"	2014.6	1901.3	3103.4	1549.9
"201502_s_at"	4988.2	5337	8634.3	16621.2
"201503_at"	3440	4103.9	7466.8	3882.1
"201504_s_at"	269.8	231.9	539.6	659.9
"201505_at"	7978.9	6543.5	10794.2	451.7
"201506_at"	15068	7455.4	9577.1	24949.1
"201507_at"	738.9	979.2	900.4	668.5
"201508_at"	1545.4	1402.2	1963.3	313
"201509_at"	671.2	1080.9	788.5	1006.2
"201510_at"	1626.1	921.6	1420.7	3097.9
"201511_at"	861.8	1227.6	1307.5	1167
"201512_s_at"	755.5	845.3	803.7	1072.3
"201513_at"	807.2	571.6	950.8	768.1
"201514_s_at"	272.3	452.9	546.1	545.1
"201515_s_at"	3876.8	5564.5	6289.9	4378.5
"201516_at"	1245.5	665.9	950.4	1125.5
"201517_at"	1426.3	1967.6	2605.1	2614.6
"201518_at"	4022.5	8188.3	7241.9	6017.6
"201519_at"	2762.6	4394.6	3164.4	3473.6
"201520_s_at"	1415.5	2174.7	2956.2	2498.7
"201521_s_at"	446.6	269	556	1481.8
"201522_x_at"	2980.9	4534.6	3113.4	923.5
"201523_x_at"	1331.2	1426.4	2296.9	1732.5
"201524_x_at"	5772.9	4926.4	8065.7	5618.7
"201525_at"	680.4	1043.1	91	45.4
"201526_at"	1768.4	1543.5	1942.9	1475.6
"201527_at"	2845.9	2446.6	3473.8	9837.4
"201528_at"	2580.5	3409.1	3739.7	4801.8
"201529_s_at"	652.7	1318.5	1522.1	1766.5
"201530_x_at"	19499.5	13453	21354.3	26915.2
"201531_at"	4965.6	6097.8	3185.4	4356.7
"201532_at"	3974.3	5317.6	9584.4	5510.8
"201533_at"	11120.4	13545	16117.7	6258.2
"201534_s_at"	1542.6	1898	2210	1037.6
"201535_at"	2306	7172.4	2813.3	893.4
"201536_at"	979.5	1278.5	940.9	1797.7
"201537_s_at"	240.1	274.7	357.6	1017.9
"201538_s_at"	45.4	49.2	98.8	378.5
"201539_s_at"	239	471.4	145.9	240.2
"201540_at"	7264.6	19638.2	2584.3	2880
"201541_s_at"	2772.5	1537.7	2163.1	1554.3
"201542_at"	3749.2	5764.9	4305.1	3150.4
"201543_s_at"	939.4	859.2	2234.6	3259.4
"201544_x_at"	7161.3	6132.9	4696.1	4256.4
"201545_s_at"	3208.8	1323.4	1195.6	1556
"201546_at"	3285.6	3519.7	4702	4405.4
"201547_at"	22.9	3.5	2	6.2
"201548_s_at"	1099.8	838.6	1388.4	893.6
"201549_x_at"	1551.1	1767.4	2094.3	1645.6
"201550_x_at"	51502.8	59727.9	51692.4	53238.2
"201551_s_at"	326.7	243.9	527.2	423.9
"201552_at"	4006.8	6953.2	12061.7	8020
"201553_s_at"	24216.3	26930.6	25226.1	24768.8
"201554_x_at"	997.8	2525.2	2522.6	2236.6
"201555_at"	1487	1836.5	2738.9	2770
"201556_s_at"	221.1	135.7	114.7	199.3
"201557_at"	145.1	161.2	88.4	152.3
"201558_at"	2317.9	3049.6	2663.1	3444.3
"201559_s_at"	175.6	189	481.4	438.3
"201560_at"	10416.1	11765.1	10694	7093.7
"201561_s_at"	2331.3	2462.7	2275	2144.5
"201562_s_at"	143.1	235.7	568.1	300.8
"201563_at"	1858.2	1428.4	3623.7	1461.5
"201564_s_at"	1090.3	468.9	803.1	615.4
"201565_s_at"	10153.1	11333.9	16856.8	10730.2
"201566_x_at"	3005.9	2858.1	6105.6	3926.6
"201567_s_at"	1705.2	1996.7	2917.7	1958.7
"201568_at"	7551	10574.6	13376.5	6496.8
"201569_s_at"	1235.1	2931.5	2377.6	1725.8
"201570_at"	954	2040.1	2852.1	998.8
"201571_s_at"	318.6	613.8	834.6	582.5
"201572_x_at"	2023.2	2016.2	1737.8	946
"201573_s_at"	1270.4	969.2	2319.8	2151.6
"201574_at"	1899.5	4050.7	5145.4	2143.1
"201575_at"	3730.2	5045.4	3999.2	4186.1
"201576_s_at"	885.4	1798.8	2989.1	1955.6
"201577_at"	5076.9	2770.1	9464.3	6453.9
"201578_at"	7879.3	5768.2	7818	1702.7
"201579_at"	4460.5	1668.5	3437.2	2607.2
"201580_s_at"	1166.7	1089.2	895.3	417.4
"201581_at"	2190.4	7118.1	3808.5	774.2
"201582_at"	488.1	331.5	460.9	674.3
"201583_s_at"	459.2	840.7	1307.9	1530.3
"201584_s_at"	2683.7	1780.4	2059.5	4662.4
"201585_s_at"	2339.4	1644.9	2913.2	1340.8
"201586_s_at"	6625.2	5334.9	9779.8	3735.7
"201587_s_at"	1720.7	1391.5	2815.9	6545.1
"201588_at"	9147.9	9239.7	9765.9	7393.1
"201589_at"	4132.2	3536.4	3298.3	4280.3
"201590_x_at"	22219.3	17727.2	38081.1	32151
"201591_s_at"	3178.4	4822.6	3770.7	2507.1
"201592_at"	8748.5	20722.8	11761.2	9455.2
"201593_s_at"	2394.8	2401.5	3263.3	2768.9
"201594_s_at"	5606.3	2913.6	3544.2	7084.4
"201595_s_at"	4522.3	3315.5	4903.1	4193.6
"201596_x_at"	7619.9	3254.5	12356.1	19085.9
"201597_at"	17057.8	18693.3	18382.9	21101.4
"201598_s_at"	928.9	431.6	587	810.7
"201599_at"	7701.6	8558.7	7784.9	5977.2
"201600_at"	7500.4	9396.4	10496.5	8249
"201601_x_at"	21114.5	14206.6	21235.5	17688.9
"201602_s_at"	1555.5	1694.2	698.4	944.4
"201603_at"	4544.8	8253.9	4340.7	3110.6
"201604_s_at"	1629	2571.9	1250.8	877.8
"201605_x_at"	1432.6	1062.4	1568.2	397.8
"201606_s_at"	1791.7	2385	1727.2	2188.9
"201607_at"	497.5	909.2	513.8	541.3
"201608_s_at"	1737.6	2787.7	2043.9	2384.8
"201609_x_at"	1384.4	947.3	1607.3	2031.9
"201610_at"	39.9	28.4	3.9	71.2
"201611_s_at"	811.7	1076.8	1587.5	728.9
"201612_at"	3536.9	6105.5	3653.1	3319.1
"201613_s_at"	693.2	485.1	246.4	1238.1
"201614_s_at"	608.8	631	1118.8	1213.5
"201615_x_at"	435.3	828.9	503.9	147.8
"201616_s_at"	2423.6	3773.6	2002	352.9
"201617_x_at"	2116.3	2164.6	2374.6	119.9
"201618_x_at"	837.6	907	921.8	837.5
"201619_at"	6274.1	6903.5	6960.5	6565.2
"201620_at"	1613.6	2180.2	2024.8	924.7
"201621_at"	813.7	1972.2	3352.8	889.4
"201622_at"	2085.3	1803.9	2006.1	1659.1
"201623_s_at"	11296.5	10920.2	9953.9	14613.7
"201624_at"	5168.5	2663.7	3369.7	4555.7
"201625_s_at"	95	113.3	227.4	303.1
"201626_at"	2083.9	1875.9	1793.2	1757.9
"201627_s_at"	481.4	769.3	764.3	877
"201628_s_at"	3845.1	7348.6	4879	5295.2
"201629_s_at"	420.4	707.4	1444.6	1416
"201630_s_at"	1790.5	3643.3	3591.5	2928.1
"201631_s_at"	9335.8	7743.8	16858.5	17908.1
"201632_at"	1632.6	1719.5	1535.7	2875.1
"201633_s_at"	1010.7	727.4	1325.3	804.8
"201634_s_at"	3144.3	1295.8	2561.5	1386.5
"201635_s_at"	907	756.9	658.6	1279.1
"201636_at"	2130.9	3587.7	2186.7	4166.9
"201637_s_at"	5241.1	6696.1	4035.7	6431.4
"201638_s_at"	3.1	65.1	4.5	91.7
"201639_s_at"	883.1	731.4	797.2	1063.8
"201640_x_at"	461.5	390.1	297.2	541.2
"201641_at"	1398.5	1555.7	5972.2	6198
"201642_at"	3805.3	4578.4	5017.2	11208.3
"201643_x_at"	2254.7	2603.3	1792.8	1752.3
"201644_at"	1372.9	562.2	1957.9	1349.6
"201645_at"	6582	3647.5	17676.9	487.3
"201646_at"	858.1	746.5	1013.6	754.5
"201647_s_at"	297.6	172.2	346.6	210.1
"201648_at"	5183.6	9610.8	5493.8	7643.3
"201649_at"	1400	1793.5	3068.2	3841
"201650_at"	14490.7	2817.5	19832.4	27384.3
"201651_s_at"	4465.6	3644.2	3726.4	5601.4
"201652_at"	2499.8	3681.7	3920.1	3737
"201653_at"	4724.7	5396.1	8620.7	5355.6
"201654_s_at"	84.7	112.7	105	106.3
"201655_s_at"	5569.4	3491.5	3925.4	2547.7
"201656_at"	2512.3	1618.2	3302.7	688.9
"201657_at"	1038.3	1251.7	1138.2	972.2
"201658_at"	2460.7	3178.3	1951.3	1909.3
"201659_s_at"	1338.1	2083.8	2713.6	3386.4
"201660_at"	1472.1	1615	1137.1	870.7
"201661_s_at"	2633.8	2338.4	1990.1	1300.2
"201662_s_at"	1373.7	897.6	2000.8	2811
"201663_s_at"	557.6	266.8	790.2	1606.1
"201664_at"	3679.8	1806.7	3690.1	3941.8
"201665_x_at"	42798.9	66742.5	40825.3	27964.1
"201666_at"	12482.8	8141.8	8874.5	26869.4
"201667_at"	40474.1	23439.9	29626.5	614.5
"201668_x_at"	187.2	80.6	238	259.5
"201669_s_at"	11262.8	5584	13866.7	15673.4
"201670_s_at"	4208.4	718.6	1628.7	2995.3
"201671_x_at"	667.3	926.3	1006.8	2035.5
"201672_s_at"	2275.3	2185.9	3609.2	8407.7
"201673_s_at"	548.4	406.2	755.2	1494.4
"201674_s_at"	1282.1	1156.3	971.9	678.5
"201675_at"	1602.2	1904	2085	1145.7
"201676_x_at"	7215.8	10183.4	8522.7	10141
"201677_at"	269.6	436.6	293.8	591.4
"201678_s_at"	684.5	614.6	726	951.6
"201679_at"	25.7	18.4	8.4	8.4
"201680_x_at"	2490.4	2090.4	1937.4	2532.4
"201681_s_at"	7934.7	4686.5	4901.9	4543
"201682_at"	3243.7	4510.8	3475.8	2302.3
"201683_x_at"	310.2	182.2	131.2	260.4
"201684_s_at"	623.4	840.9	1009.8	789.3
"201685_s_at"	817.7	1123.6	822.5	606.5
"201686_x_at"	144.8	83.4	174	289
"201687_s_at"	3469.9	3306.7	3479.6	4177
"201688_s_at"	253.7	342.6	740.9	1452.2
"201689_s_at"	771.7	782.9	2926.1	3654.6
"201690_s_at"	2106.7	2099.6	5912.3	8148.4
"201691_s_at"	163.2	186.3	232.2	265.3
"201692_at"	573.3	466.9	799	481.7
"201693_s_at"	3726.7	5285.1	3331.5	2892.3
"201694_s_at"	15796.9	22025.5	14424.7	8270.6
"201695_s_at"	836.3	664.4	4132.4	1896.3
"201696_at"	2234.9	3390	2823.5	3831.5
"201697_s_at"	1640.6	848.9	1930.4	3160.6
"201698_s_at"	3805.2	4278.6	6426.1	5271.4
"201699_at"	4619.7	7979.3	9010.6	6468.6
"201700_at"	1032.6	1558.8	962	1869.2
"201701_s_at"	1183.6	1169.1	1315.7	1096.1
"201702_s_at"	22.7	12.2	10.8	5.3
"201703_s_at"	1266.7	925.8	701.4	582.4
"201704_at"	649.2	445.7	570.1	885.4
"201705_at"	1237.2	2736.8	3743.9	2278.4
"201706_s_at"	220.1	453.2	356.7	371.3
"201707_at"	476.5	997.8	668.2	854.3
"201708_s_at"	427.7	454.8	919.9	817.1
"201709_s_at"	2019.5	1387.9	2846.4	2548.5
"201710_at"	135.3	99.7	324	399.4
"201711_x_at"	425.5	450.1	439.5	2433.7
"201712_s_at"	683.5	1101	1021.5	471.5
"201713_s_at"	3455	4226.5	4698.7	4453.5
"201714_at"	1180.5	632.5	1030.1	1663.3
"201715_s_at"	811.8	891.7	821.9	856.8
"201716_at"	1446.5	1416.9	1541.3	1431.6
"201717_at"	1515.5	2125.6	1754.9	2207.1
"201718_s_at"	292.5	223	296.1	290.8
"201719_s_at"	4006.1	2274.8	1194.1	1376.5
"201720_s_at"	760.1	931.2	1434.2	7303.7
"201721_s_at"	4110.8	3400.3	5249.4	29971.1
"201722_s_at"	3318.7	1976.4	3304.7	1732.3
"201723_s_at"	3621.9	2388.7	2289.6	2028.2
"201724_s_at"	3559.1	1811.6	2564	1762.6
"201725_at"	1654.4	2224.7	3255.8	2117.1
"201726_at"	5873.3	4799.1	5811.5	4656.5
"201727_s_at"	258.8	354.7	336.8	254.3
"201728_s_at"	112.3	40.1	103.1	191.9
"201729_s_at"	808.9	669.9	1335.9	2059.6
"201730_s_at"	1697.4	1381	790.4	1101
"201731_s_at"	2480	2736.3	2560	2622.2
"201732_s_at"	235.4	347.7	274.1	200.3
"201733_at"	169.5	109.1	130.5	120.2
"201734_at"	3251.1	3182.4	3301.4	1047.3
"201735_s_at"	898.8	1463.4	1775.2	732.9
"201736_s_at"	1863.9	989.1	1734.8	4035.8
"201737_s_at"	4745.2	1431.9	535.9	1234.5
"201738_at"	3779.1	6459.7	5660.1	5223.1
"201739_at"	3797.4	3123.3	3940.7	18238.7
"201740_at"	2347.2	3248.9	3518	3312.3
"201741_x_at"	56.6	14.9	39.3	44.6
"201742_x_at"	959.9	947.9	870.9	770.8
"201743_at"	869.2	1177.3	2417.3	14773.5
"201744_s_at"	33351.1	33404.7	39950.4	117.6
"201745_at"	7544.6	3152.9	6856.3	5949.9
"201746_at"	920.4	416.6	566.4	550.1
"201747_s_at"	164.4	190.4	186.2	160.3
"201748_s_at"	1274.6	1425.7	1284.4	1191.1
"201749_at"	728	885.6	921.6	1619.1
"201750_s_at"	106.4	49.9	173.2	435.1
"201751_at"	1339.8	1795.7	1927.7	1973.7
"201752_s_at"	2764.5	2514	1810.5	1935.1
"201753_s_at"	7288.5	4858.3	3507.8	3974
"201754_at"	22080.6	28376.4	17958.5	14312.1
"201755_at"	188.3	205.1	260.3	590.9
"201756_at"	871.1	1590.4	1678.3	1830.5
"201757_at"	20156.1	19275.2	20613.9	18762.9
"201758_at"	3018.8	4811.5	4270.1	5483.5
"201759_at"	263.2	172.8	303.7	203.7
"201760_s_at"	4415.9	2370.8	5625.6	5761.1
"201761_at"	2664.9	2261.4	5457.4	10192.6
"201762_s_at"	6788.8	3659.6	10426.3	7208.2
"201763_s_at"	476.3	365.7	453.8	589.7
"201764_at"	1600.6	2295.4	4131	3245.5
"201765_s_at"	2186.1	2128.7	1904.6	3142.6
"201766_at"	9.5	20.9	7.4	28.2
"201767_s_at"	775	535.5	688.7	738.5
"201768_s_at"	383.6	242.7	468.5	624.8
"201769_at"	4213.2	2404.1	3869.5	3281.3
"201770_at"	2182	1542.8	1681.5	1621.1
"201771_at"	676.4	984.5	1132.4	1566.5
"201772_at"	2019.7	1504.5	2217.1	3482.5
"201773_at"	3531.3	4943.5	4771.4	2281.2
"201774_s_at"	517.2	362	415.3	698.6
"201775_s_at"	398.5	356	293.8	513.4
"201776_s_at"	2013.6	1196.9	1410.8	1830.6
"201777_s_at"	212	88.2	388.1	395
"201778_s_at"	4039.9	6485.1	3486.5	3072.4
"201779_s_at"	2145.1	4709.7	1923.1	7027.1
"201780_s_at"	1821.7	4281.6	2302.8	5653.5
"201781_s_at"	281	742.7	425.4	611
"201782_s_at"	1054.8	1694.8	1074.3	1439.5
"201783_s_at"	1662.9	1795.6	1525.7	2097.8
"201784_s_at"	4327.6	10251.9	8727.4	8291.1
"201785_at"	2397.6	3370.1	3873.7	7510
"201786_s_at"	5200.1	5131.4	5294.2	7274.5
"201787_at"	2053.1	2586.2	2567.3	186.3
"201788_at"	3140.2	2667.1	2118.4	1932.8
"201789_at"	11.6	3.4	1.2	6.9
"201790_s_at"	170.1	172.9	354.2	302.2
"201791_s_at"	628.8	328.4	589.1	476
"201792_at"	3745.1	7359.1	7568.7	140.1
"201793_x_at"	50.4	9.6	8.4	16.4
"201794_s_at"	1282.7	1350	1172.7	1831.4
"201795_at"	3784.4	4840.4	4459.5	3045.2
"201796_s_at"	23.7	20	11.5	33.6
"201797_s_at"	689.1	424.8	532.4	648.1
"201798_s_at"	5798.6	2951.1	3977.8	5765.3
"201799_s_at"	368.7	506.2	376.1	686.7
